Country,ASFIS species (Name),FAO major fishing area (Name),Detailed production source (Name),Unit (Name),1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000
Spain,Eagle rays nei,Mediterranean and Black Sea,Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Eaton's skate,"Pacific, Antarctic",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Greenland shark,"Atlantic, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Gulper shark,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Gulper shark,"Indian Ocean, Western",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Gulper shark,Mediterranean and Black Sea,Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,"Hammerhead sharks, etc. nei","Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,739,0,0
Spain,"Hammerhead sharks, etc. nei","Atlantic, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,"Hammerhead sharks, etc. nei","Atlantic, Western Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0
Spain,"Hammerhead sharks, etc. nei","Indian Ocean, Eastern",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,"Hammerhead sharks, etc. nei","Indian Ocean, Western",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
Spain,"Hammerhead sharks, etc. nei","Pacific, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
Spain,Kitefin shark,"Indian Ocean, Western",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Kitefin shark,"Pacific, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Lanternsharks nei,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,0
Spain,Leafscale gulper shark,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Little sleeper shark,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Longnosed skate,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Longnosed skate,Mediterranean and Black Sea,Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Madeiran ray,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Mako sharks,"Atlantic, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Mediterranean starry ray,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Mediterranean starry ray,Mediterranean and Black Sea,Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Mouse catshark,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Rays and skates nei,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,339,2361,1840,1691,1657,1573,1719,1649,1501,1791,1354,1884,1659,3825,1313,3972,10026,11912,14997,11158
Spain,Rays and skates nei,"Atlantic, Northwest",Capture production,Tonnes - live weight,28,273,46,660,1079,8402,10941,15966,9968,13158,5322,7095,209,2126,5485,4511,4578,9329,8106,9390,14075
Spain,Rays and skates nei,"Pacific, Antarctic",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,"Rays, stingrays, mantas nei","Atlantic, Antarctic",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Spain,"Rays, stingrays, mantas nei","Atlantic, Eastern Central",Capture production,Tonnes - live weight,277,482,520,490,500,530,0,0,0,0,0,0,24,0,0,0,203,0,18,10,0
Spain,"Rays, stingrays, mantas nei","Atlantic, Southeast",Capture production,Tonnes - live weight,42,139,5,28,0,0,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0
Spain,"Rays, stingrays, mantas nei","Atlantic, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,454,439,415
Spain,"Rays, stingrays, mantas nei","Indian Ocean, Antarctic",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,"Rays, stingrays, mantas nei","Indian Ocean, Western",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,"Rays, stingrays, mantas nei",Mediterranean and Black Sea,Capture production,Tonnes - live weight,0,0,0,0,0,0,0,505,359,0,0,0,0,0,0,0,248,288,289,501,536
Spain,"Rays, stingrays, mantas nei","Pacific, Antarctic",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,"Rays, stingrays, mantas nei","Pacific, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Requiem sharks nei,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Requiem sharks nei,"Atlantic, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Requiem sharks nei,"Atlantic, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Requiem sharks nei,"Indian Ocean, Eastern",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Requiem sharks nei,"Indian Ocean, Western",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,810,104,14
Spain,Requiem sharks nei,"Pacific, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Roughtail stingray,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Sailfin roughshark,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Sandy ray,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Shagreen ray,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,"Sharks, rays, skates, etc. nei","Atlantic, Eastern Central",Capture production,Tonnes - live weight,738,389,450,425,388,400,0,0,0,0,0,0,3,0,0,0,3977,22166,370,0,0
Spain,"Sharks, rays, skates, etc. nei","Atlantic, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,"Sharks, rays, skates, etc. nei","Atlantic, Southeast",Capture production,Tonnes - live weight,5,5,0,0,0,0,0,0,0,2619,2619,64,22,35,50,60,0,0,0,0,0
Spain,"Sharks, rays, skates, etc. nei","Atlantic, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,203,724,695,791,1070,1223,838,469,395,225,1363,0,0,0
Spain,"Sharks, rays, skates, etc. nei","Atlantic, Western Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,"Sharks, rays, skates, etc. nei","Indian Ocean, Eastern",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,"Sharks, rays, skates, etc. nei","Indian Ocean, Western",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,50,410,509,30,5
Spain,"Sharks, rays, skates, etc. nei",Mediterranean and Black Sea,Capture production,Tonnes - live weight,879,720,787,671,630,514,0,460,334,0,0,0,0,0,0,0,1277,1265,2067,633,392
Spain,"Sharks, rays, skates, etc. nei","Pacific, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,"Sharks, rays, skates, etc. nei","Pacific, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,"Sharks, rays, skates, etc. nei","Pacific, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,774,1776
Spain,"Sharks, rays, skates, etc. nei","Pacific, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,"Sharks, rays, skates, etc. nei","Pacific, Western Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Silky shark,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0
Spain,Silky shark,"Atlantic, Western Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Silky shark,"Pacific, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Small-eyed ray,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Small-spotted catshark,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Small-spotted catshark,Mediterranean and Black Sea,Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Spiny butterfly ray,Mediterranean and Black Sea,Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Spotted ray,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Spotted ray,Mediterranean and Black Sea,Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,"Stingrays, butterfly rays nei","Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,"Stingrays, butterfly rays nei",Mediterranean and Black Sea,Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Thornback ray,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Thornback ray,Mediterranean and Black Sea,Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Thresher sharks nei,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,55,66,0
Spain,Thresher sharks nei,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Tiger shark,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Tope shark,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Tope shark,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Tope shark,"Atlantic, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Tope shark,"Atlantic, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Tope shark,Mediterranean and Black Sea,Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Torpedo rays,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Undulate ray,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Undulate ray,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Various sharks nei,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,8,2068,1349,1416,2215,3257,3169,3648,3440,3640,4992,6551,6914,10998,18101,3642,17466,7175,6554,13094
Spain,White skate,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,White skate,Mediterranean and Black Sea,Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,Rays and skates nei,"Atlantic, Northeast",Capture production,Tonnes - live weight,1,1,1,2,4,5,5,13,13,14,12,7,29,31,35,17,9,8,2,3,3
Sweden,"Sharks, rays, skates, etc. nei","Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Un. Sov. Soc. Rep.,Dogfish sharks nei,"Atlantic, Northwest",Capture production,Tonnes - live weight,351,516,27,359,291,694,214,116,0,0,0,0,0,0,0,0,0,0,0,0,0
Un. Sov. Soc. Rep.,Rays and skates nei,"Atlantic, Northeast",Capture production,Tonnes - live weight,132,3,1,0,1186,880,3770,4285,0,0,0,0,0,0,0,0,0,0,0,0,0
Un. Sov. Soc. Rep.,Rays and skates nei,"Atlantic, Northwest",Capture production,Tonnes - live weight,1752,1799,983,863,937,3412,7797,7649,0,0,0,0,0,0,0,0,0,0,0,0,0
Un. Sov. Soc. Rep.,"Rays, stingrays, mantas nei","Atlantic, Eastern Central",Capture production,Tonnes - live weight,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Un. Sov. Soc. Rep.,"Rays, stingrays, mantas nei","Atlantic, Southeast",Capture production,Tonnes - live weight,1277,2524,2066,2525,2124,1649,1835,1819,0,0,0,0,0,0,0,0,0,0,0,0,0
Un. Sov. Soc. Rep.,"Rays, stingrays, mantas nei","Atlantic, Southwest",Capture production,Tonnes - live weight,206,0,0,0,42,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
Un. Sov. Soc. Rep.,"Rays, stingrays, mantas nei","Indian Ocean, Western",Capture production,Tonnes - live weight,286,758,370,1829,1565,254,265,222,0,0,0,0,0,0,0,0,0,0,0,0,0
Un. Sov. Soc. Rep.,"Rays, stingrays, mantas nei",Mediterranean and Black Sea,Capture production,Tonnes - live weight,1141,1023,1370,1186,1172,594,857,482,0,0,0,0,0,0,0,0,0,0,0,0,0
Un. Sov. Soc. Rep.,"Rays, stingrays, mantas nei","Pacific, Western Central",Capture production,Tonnes - live weight,95,149,119,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Un. Sov. Soc. Rep.,"Sharks, rays, skates, etc. nei","Atlantic, Eastern Central",Capture production,Tonnes - live weight,3784,1129,458,1595,884,771,629,1210,0,0,0,0,0,0,0,0,0,0,0,0,0
Un. Sov. Soc. Rep.,"Sharks, rays, skates, etc. nei","Atlantic, Northeast",Capture production,Tonnes - live weight,26,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0
Un. Sov. Soc. Rep.,"Sharks, rays, skates, etc. nei","Atlantic, Southeast",Capture production,Tonnes - live weight,866,2182,2020,1399,521,194,179,162,0,0,0,0,0,0,0,0,0,0,0,0,0
Un. Sov. Soc. Rep.,"Sharks, rays, skates, etc. nei","Indian Ocean, Eastern",Capture production,Tonnes - live weight,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Un. Sov. Soc. Rep.,"Sharks, rays, skates, etc. nei","Indian Ocean, Western",Capture production,Tonnes - live weight,139,399,80,358,161,6,188,140,0,0,0,0,0,0,0,0,0,0,0,0,0
Un. Sov. Soc. Rep.,"Sharks, rays, skates, etc. nei",Mediterranean and Black Sea,Capture production,Tonnes - live weight,1655,1924,1715,902,1508,1720,1788,1772,0,0,0,0,0,0,0,0,0,0,0,0,0
Un. Sov. Soc. Rep.,"Sharks, rays, skates, etc. nei","Pacific, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Un. Sov. Soc. Rep.,"Sharks, rays, skates, etc. nei","Pacific, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Un. Sov. Soc. Rep.,"Sharks, rays, skates, etc. nei","Pacific, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Un. Sov. Soc. Rep.,"Sharks, rays, skates, etc. nei","Pacific, Southwest",Capture production,Tonnes - live weight,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Un. Sov. Soc. Rep.,"Sharks, rays, skates, etc. nei","Pacific, Western Central",Capture production,Tonnes - live weight,50,88,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,"Angelsharks, sand devils nei","Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,47,0,0,0
United Kingdom,Antarctic starry skate,"Atlantic, Antarctic",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Arctic skate,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Blonde ray,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Blue shark,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Blue shark,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
United Kingdom,Blue shark,"Atlantic, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Blue shark,"Atlantic, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Blue shark,"Indian Ocean, Eastern",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Blue shark,"Indian Ocean, Western",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Blue skate,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,"Catsharks, etc. nei","Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,"Catsharks, nursehounds nei","Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Dark-belly skate,"Atlantic, Antarctic",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Dogfish sharks nei,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
United Kingdom,Dogfish sharks nei,"Atlantic, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
United Kingdom,Dusky catshark,"Atlantic, Antarctic",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Great lanternshark,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Gulper shark,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Kerguelen sandpaper skate,"Pacific, Antarctic",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Kitefin shark,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Leafscale gulper shark,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Longnosed skate,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Mako sharks,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Norwegian skate,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Rays and skates nei,"Atlantic, Northeast",Capture production,Tonnes - live weight,7233,6802,7011,7344,7916,8152,7900,9803,9104,8439,8331,7840,8043,7538,7781,8373,9157,8088,7532,6233,6457
United Kingdom,Rays and skates nei,"Atlantic, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,5,0,0
United Kingdom,"Rays, stingrays, mantas nei","Atlantic, Antarctic",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,11,0
United Kingdom,"Rays, stingrays, mantas nei","Atlantic, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,29,180,47,0,1,0,29,3,12,8,17,13,40,17
United Kingdom,"Rays, stingrays, mantas nei","Pacific, Antarctic",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Round ray,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Sailfin roughshark,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Sandy ray,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Shagreen ray,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,"Sharks, rays, skates, etc. nei","Atlantic, Antarctic",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,"Sharks, rays, skates, etc. nei","Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,"Sharks, rays, skates, etc. nei","Atlantic, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,"Sharks, rays, skates, etc. nei","Atlantic, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31,0,0
United Kingdom,"Sharks, rays, skates, etc. nei","Indian Ocean, Eastern",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,"Sharks, rays, skates, etc. nei","Indian Ocean, Western",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Silky shark,"Indian Ocean, Western",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Small-eyed ray,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Small-spotted catshark,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,273,275,260,111,238
United Kingdom,Spotted ray,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Starry ray,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Thornback ray,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Thresher sharks nei,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Tope shark,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,74,59,68,68,62,71,63,53,55,55,74,110
United Kingdom,Undulate ray,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Various sharks nei,"Atlantic, Northeast",Capture production,Tonnes - live weight,56,74,101,41,29,17,23,27,311,60,57,378,1119,1393,1944,2339,2040,3865,2669,2342,954
